1982	338.1	202.2	435.3	256.6	260.1	35.9	67.8	11.5	91.9	45.6	122.8	368.1
1983	32.6	107.5	418.2	192.4	171.5	99.4	134.1	134.6	99.2	195.8	69.5	372.1
1984	268	341	223.4	333.3	271.9	94.2	93	62.8	135.5	123.2	100.4	148.1
1985	269.7	318.1	280.9	145.3	346.4	150.9	103.4	63.1	65.9	161.7	136.9	391.4
1986	267.1	294.9	304.4	279.5	203.6	102.8	183.9	1.6	71.1	214.6	321.8	246.9
1987	291.5	289.1	277.6	291.2	167.8	28.2	20.7	76.8	64.6	46.3	128.3	195.2
1988	269.7	546	265.6	254.7	297.7	229.1	82.3	35.6	110.6	111.5	226.9	412.1
1989	292	417	252.2	370.8	555.1	184.5	157.5	15.8	136.4	185.6	326.4	220.1
1990	234.3	190	299.2	236.4	244.6	89.3	114.1	72.3	22.8	56	116.9	167.3
1991	278.5	223.8	309.2	342.9	322.2	137.9	173.9	55.4	39	79.4	37.9	137.9
1992	236.5	262.7	347.8	218.6	118.8	61	90.3	100.3	90	87.4	71.2	265.6
1993	436.5	617.4	229.3	370.3	96.8	61.5	34.6	47.7	21.9	99.8	256.3	251.3
1994	371.1	399.5	259.5	258.7	174.2	125.2	33	96.7	62.6	91.8	207.3	222.5
1995	286	132	301.4	480.5	217.5	107	76.9	34.2	72.4	81	312	160.5
1996	571.3	257.6	338.1	428.5	127.5	185.1	16.9	65	114	186	163	142.2
1997	220.6	344.5	534.9	310.8	252.2	9.5	0	111.5	40.5	60.9	182.3	261.5
1998	302.6	171.7	210.8	407.2	273.4	167.2	92	41.8	115.6	73.5	153.6	191
1999	411.6	260.8	233.2	421.2	445.4	149.3	25.3	40.6	98.8	132.3	203.5	198.3
2000	350.2	344.4	340.7	535.4	172.6	48.2	40.8	140	218.1	47.2	169.7	192.3
2001	348.4	219.5	216.8	188.2	231.6	164.1	30.6	14.9	88.2	28.1	55	213
2002	380.8	239.9	195.3	376.7	262.9	159.1	3.4	35.4	60.1	216.1	81.2	311.2
2003	105.8	340.9	209.2	390.1	219.6	110.7	93	118.3	60.9	96.9	119.6	89.9
2004	179.6	150.6	424.2	227.2	422.9	120.2	59.6	141.3	112	66	13.3	140
2005	165.7	331.5	334	404.8	225.5	53.5	52.4	16.2	45.9	75.2	211.6	291.8
2006	173.3	346.4	265.3	252.1	382.1	87	71.6	16.7	32.8	66	294	317.4
2007	414.4	137.7	336	343.1	165.3	100.2	122.1	133.3	71.7	28.5	226.2	325.9
